instance_class,instance_name,instance_directory,mps_path,std_path,data_path,mps_file_count,std_file_count,data_file_count,data_error,mnes_keys_present,mnes_success,oss_keys_present,oss_success,highs_mps_success,highs_std_success,cond_mnes,cond_oss,cycle_count_mnes,cycle_count_mnes_recomputed_from_split,cycle_count_oss,cycle_count_oss_recomputed_from_split,epsilon,qlsa_cycles_mnes,qlsa_cycles_oss,qlsa_fraction_of_total_mnes,qlsa_fraction_of_total_oss,qlsa_time_800ps_mnes_seconds,qlsa_time_800ps_oss_seconds,qlsa_time_800ps_over_highs_std_mnes,qlsa_time_800ps_over_highs_std_oss,runtime_glpk,runtime_highs_mps,runtime_highs_std,sparsity_mnes,sparsity_oss,std_m,std_n,tomography_factor_mnes,tomography_factor_oss,tomography_repetition_cycles_mnes,tomography_repetition_cycles_oss,tomography_repetition_fraction_of_total_mnes,tomography_repetition_fraction_of_total_oss,total_time_800ps_mnes_seconds,total_time_800ps_oss_seconds,total_time_800ps_over_highs_std_mnes,total_time_800ps_over_highs_std_oss
clique,MANN_a45_clq,cache_dir/clique/MANN_a45_clq,cache_dir/clique/MANN_a45_clq/MANN_a45_clq.mps,cache_dir/clique/MANN_a45_clq/MANN_a45_clq.std,cache_dir/clique/MANN_a45_clq/MANN_a45_clq.data,1,1,1,,True,True,True,True,True,True,25.2082439194738,5.020781206094707,3617202670399,3617202670399,1708357705599,1708357705599,0.1,12001336,2109344,3.3178500331794176e-06,1.234720335844654e-06,0.009601068800000001,0.0016874752,0.8993533885870423,0.1580695410990698,0.093082,0.00470544514246285,0.010675524128600955,3015,3016,3015,4050,301399.99999999994,809899.9999999999,3617190669063,1708355596255,0.9999966821499668,0.9999987652796641,2893.7621363192,1366.6861644792,271065.11132005963,128020.52133606169
clique,MANN_a81_clq,cache_dir/clique/MANN_a81_clq,cache_dir/clique/MANN_a81_clq/MANN_a81_clq.mps,cache_dir/clique/MANN_a81_clq/MANN_a81_clq.std,cache_dir/clique/MANN_a81_clq/MANN_a81_clq.data,1,1,1,,True,True,True,True,True,True,43.10779406592841,6.565652600155479,73555938399999,73555938399999,26345242727999,26345242727999,0.1,75057080,10038960,1.02040816326532e-06,3.8105399535115575e-07,0.060045664000000006,0.008031168,1.959148371719833,0.26203806673215285,0.961151,0.011205449933186173,0.030648859916254878,9801,9802,9801,13122,979999.9999999998,2624299.9999999995,73555863342919,26345232689039,0.9999989795918367,0.9999996189460046,58844.7507199992,21076.194182399202,1919965.4042854102,687666.4985251627
clique,brock200_2_clq,cache_dir/clique/brock200_2_clq,cache_dir/clique/brock200_2_clq/brock200_2_clq.mps,cache_dir/clique/brock200_2_clq/brock200_2_clq.std,cache_dir/clique/brock200_2_clq/brock200_2_clq.data,1,1,1,,True,True,True,True,True,True,204.22332870572416,14.290672787021759,418386694281599,418386694281599,50394803985599,50394803985599,0.1,409260192,24173648,9.781864423359116e-07,4.796853264258742e-07,0.32740815360000003,0.019338918400000002,8.566660272606166,0.5060043317517807,0.157963,0.013326368061825633,0.038218879140913486,10224,10225,10224,10424,1022299.9999999998,2084699.9999999995,418386285021407,50394779811951,0.9999990218135577,0.9999995203146735,334709.35542527924,40315.8431884792,8757696.796685262,1054867.2304029164
clique,brock200_4_clq,cache_dir/clique/brock200_4_clq,cache_dir/clique/brock200_4_clq/brock200_4_clq.mps,cache_dir/clique/brock200_4_clq/brock200_4_clq.std,cache_dir/clique/brock200_4_clq/brock200_4_clq.data,1,1,1,,True,True,True,True,True,True,140.65284009878917,11.859715009172405,129538081615999,129538081615999,19061354769599,19061354769599,0.1,184790416,13217776,1.4265335235378142e-06,6.934331877124003e-07,0.1478323328,0.0105742208,5.3708621830367,0.3841695624639435,0.076057,0.010202907957136631,0.027524879202246666,7011,7012,7011,7211,700999.9999999999,1442099.9999999998,129537896825583,19061341551823,0.9999985734664765,0.9999993065668122,103630.4652927992,15249.0838156792,3764974.3903086977,554010.9260292238
clique,brock400_2_clq,cache_dir/clique/brock400_2_clq,cache_dir/clique/brock400_2_clq/brock400_2_clq.mps,cache_dir/clique/brock400_2_clq/brock400_2_clq.std,cache_dir/clique/brock400_2_clq/brock400_2_clq.data,1,1,1,,True,True,True,True,True,True,204.7501164208353,14.309092089326816,1740340542570399,1740340542570399,210863233579999,210863233579999,0.1,852564808,50655400,4.898838975162889e-07,2.402286977202308e-07,0.6820518464,0.04052432,8.901506285318254,0.5288857307435452,0.559224,0.024633041815832257,0.07662207097746432,20414,20415,20414,20814,2041299.9999999995,4162699.999999999,1740339690005591,210863182924599,0.9999995101161024,0.9999997597713023,1392272.4340563193,168690.5868639992,18170644.780220143,2201592.631366145
clique,brock400_4_clq,cache_dir/clique/brock400_4_clq,cache_dir/clique/brock400_4_clq/brock400_4_clq.mps,cache_dir/clique/brock400_4_clq/brock400_4_clq.std,cache_dir/clique/brock400_4_clq/brock400_4_clq.data,1,1,1,,True,True,True,True,True,True,205.1045206111111,14.321470616215052,1747212651953599,1747212651953599,211502443473599,211502443473599,0.1,855051704,50757744,4.893804443574438e-07,2.3998656075259897e-07,0.6840413632,0.0406061952,8.874559846436096,0.5268133315106319,0.649999,0.024891739012673497,0.07707890588790178,20435,20436,20435,20835,2043399.9999999995,4166899.999999999,1747211796901895,211502392715855,0.9999995106195556,0.9999997600134393,1397770.1215628793,169201.9547788792,18134275.59020751,2195178.471071642
clique,brock800_2_clq,cache_dir/clique/brock800_2_clq,cache_dir/clique/brock800_2_clq/brock800_2_clq.mps,cache_dir/clique/brock800_2_clq/brock800_2_clq.std,cache_dir/clique/brock800_2_clq/brock800_2_clq.data,1,1,1,,False,False,False,False,True,True,,,,,,,,,,,,,,,,7.346107,0.13647967809811234,0.5106782899238169,,,,,,,,,,,,,,
clique,brock800_4_clq,cache_dir/clique/brock800_4_clq,cache_dir/clique/brock800_4_clq/brock800_4_clq.mps,cache_dir/clique/brock800_4_clq/brock800_4_clq.std,cache_dir/clique/brock800_4_clq/brock800_4_clq.data,1,1,1,,False,False,False,False,True,True,,,,,,,,,,,,,,,,7.665486,0.13750152685679495,0.5140043669380248,,,,,,,,,,,,,,
clique,erdos_renyi_100_0.1.dimac_clq,cache_dir/clique/erdos_renyi_100_0.1.dimac_clq,cache_dir/clique/erdos_renyi_100_0.1.dimac_clq/erdos_renyi_100_0.1.dimac_clq.mps,cache_dir/clique/erdos_renyi_100_0.1.dimac_clq/erdos_renyi_100_0.1.dimac_clq.std,cache_dir/clique/erdos_renyi_100_0.1.dimac_clq/erdos_renyi_100_0.1.dimac_clq.data,1,1,1,,True,True,True,True,True,True,181.28628714721427,13.464259621205104,70239580364799,70239580364799,8944270657599,8944270657599,0.1,153663488,9573232,2.187705097352908e-06,1.0703200256878003e-06,0.1229307904,0.0076585856,7.1055828689375184,0.44267766002789455,0.018672,0.007624463178217411,0.017300592036917806,4572,4573,4572,4672,457099.9999999999,934299.9999999998,70239426701311,8944261084367,0.9999978122949027,0.9999989296799743,56191.6642918392,7155.416526079201,3247961.9293912933,413593.7377640157
clique,erdos_renyi_100_0.2.dimac_clq,cache_dir/clique/erdos_renyi_100_0.2.dimac_clq,cache_dir/clique/erdos_renyi_100_0.2.dimac_clq/erdos_renyi_100_0.2.dimac_clq.mps,cache_dir/clique/erdos_renyi_100_0.2.dimac_clq/erdos_renyi_100_0.2.dimac_clq.std,cache_dir/clique/erdos_renyi_100_0.2.dimac_clq/erdos_renyi_100_0.2.dimac_clq.data,1,1,1,,True,True,True,True,True,True,162.72658317950658,12.756433011602681,50044662319999,50044662319999,6752441526399,6752441526399,0.1,122060152,8037664,2.439024390243951e-06,1.1903344839901774e-06,0.0976481216,0.0064301312000000005,6.305275699083256,0.41520255928074157,0.034625,0.0065602820832282305,0.015486733056604862,4101,4102,4101,4201,409999.99999999994,840099.9999999999,50044540259847,6752433488735,0.9999975609756098,0.999998809665516,40035.729855999205,5401.9532211192,2585163.0366240838,348811.67005169933
clique,erdos_renyi_100_0.3.dimac_clq,cache_dir/clique/erdos_renyi_100_0.3.dimac_clq,cache_dir/clique/erdos_renyi_100_0.3.dimac_clq/erdos_renyi_100_0.3.dimac_clq.mps,cache_dir/clique/erdos_renyi_100_0.3.dimac_clq/erdos_renyi_100_0.3.dimac_clq.std,cache_dir/clique/erdos_renyi_100_0.3.dimac_clq/erdos_renyi_100_0.3.dimac_clq.data,1,1,1,,True,True,True,True,True,True,142.25525427151123,11.927080710362915,32677170635199,32677170635199,4740769349599,4740769349599,0.1,91430248,6450904,2.7979854504757433e-06,1.3607293509323867e-06,0.0731441984,0.0051607232,5.417729547475281,0.3822504474528657,0.058639,0.005936015164479613,0.01350089511834085,3575,3576,3575,3675,357399.99999999994,734899.9999999999,32677079204951,4740762898695,0.9999972020145496,0.999998639270649,26141.7365081592,3792.6154796792002,1936296.540267606,280915.85383305175
